check_time,bp0_sb0_ibc_0_vol,bp0_sb0_ibc_1_vol,bp0_sb0_ibc_2_vol,bp0_sb0_ibc_3_vol,bp0_sb1_ibc_0_vol,bp0_sb1_ibc_1_vol,bp0_sb1_ibc_2_vol,bp0_sb1_ibc_3_vol,bp0_sb2_ibc_0_vol,bp0_sb2_ibc_1_vol,bp0_sb2_ibc_2_vol,bp0_sb2_ibc_3_vol,bp0_sb3_ibc_0_vol,bp0_sb3_ibc_1_vol,bp0_sb3_ibc_2_vol,bp0_sb3_ibc_3_vol,bp0_sb4_ibc_0_vol,bp0_sb4_ibc_1_vol,bp0_sb4_ibc_2_vol,bp0_sb4_ibc_3_vol,bp0_sb5_ibc_0_vol,bp0_sb5_ibc_1_vol,bp0_sb5_ibc_2_vol,bp0_sb5_ibc_3_vol,bp0_sb6_ibc_0_vol,bp0_sb6_ibc_1_vol,bp0_sb6_ibc_2_vol,bp0_sb6_ibc_3_vol,bp0_sb7_ibc_0_vol,bp0_sb7_ibc_1_vol,bp0_sb7_ibc_2_vol,bp0_sb7_ibc_3_vol,bp0_sb8_ibc_0_vol,bp0_sb8_ibc_1_vol,bp0_sb8_ibc_2_vol,bp0_sb8_ibc_3_vol,bp0_sb9_ibc_0_vol,bp0_sb9_ibc_1_vol,bp0_sb9_ibc_2_vol,bp0_sb9_ibc_3_vol,bp0_sb10_ibc_0_vol,bp0_sb10_ibc_1_vol,bp0_sb10_ibc_2_vol,bp0_sb10_ibc_3_vol,bp0_sb11_ibc_0_vol,bp0_sb11_ibc_1_vol,bp0_sb11_ibc_2_vol,bp0_sb11_ibc_3_vol,bp1_sb0_ibc_0_vol,bp1_sb0_ibc_1_vol,bp1_sb0_ibc_2_vol,bp1_sb0_ibc_3_vol,bp1_sb1_ibc_0_vol,bp1_sb1_ibc_1_vol,bp1_sb1_ibc_2_vol,bp1_sb1_ibc_3_vol,bp1_sb2_ibc_0_vol,bp1_sb2_ibc_1_vol,bp1_sb2_ibc_2_vol,bp1_sb2_ibc_3_vol,bp1_sb3_ibc_0_vol,bp1_sb3_ibc_1_vol,bp1_sb3_ibc_2_vol,bp1_sb3_ibc_3_vol,bp1_sb4_ibc_0_vol,bp1_sb4_ibc_1_vol,bp1_sb4_ibc_2_vol,bp1_sb4_ibc_3_vol,bp1_sb5_ibc_0_vol,bp1_sb5_ibc_1_vol,bp1_sb5_ibc_2_vol,bp1_sb5_ibc_3_vol,bp1_sb6_ibc_0_vol,bp1_sb6_ibc_1_vol,bp1_sb6_ibc_2_vol,bp1_sb6_ibc_3_vol,bp1_sb7_ibc_0_vol,bp1_sb7_ibc_1_vol,bp1_sb7_ibc_2_vol,bp1_sb7_ibc_3_vol,bp1_sb8_ibc_0_vol,bp1_sb8_ibc_1_vol,bp1_sb8_ibc_2_vol,bp1_sb8_ibc_3_vol,bp1_sb9_ibc_0_vol,bp1_sb9_ibc_1_vol,bp1_sb9_ibc_2_vol,bp1_sb9_ibc_3_vol,bp1_sb10_ibc_0_vol,bp1_sb10_ibc_1_vol,bp1_sb10_ibc_2_vol,bp1_sb10_ibc_3_vol,bp1_sb11_ibc_0_vol,bp1_sb11_ibc_1_vol,bp1_sb11_ibc_2_vol,bp1_sb11_ibc_3_vol
2019-05-28 16:15:02,12.272,12.272,12.272,12.272,12.223,12.206,12.305,12.305,12.288,12.288,12.288,12.288,12.288,12.288,12.288,12.272,12.288,12.288,12.288,12.288,12.272,12.272,12.272,12.272,12.288,12.288,12.288,12.288,12.288,12.288,12.288,12.288,12.288,12.288,12.288,12.288,12.272,12.305,12.288,12.305,12.288,12.288,12.288,12.272,12.288,12.255,12.255,12.272,12.321,12.321,12.321,12.338,12.255,12.255,12.255,12.255,12.288,12.255,12.288,12.288,12.305,12.305,12.305,12.305,12.305,12.305,12.305,12.305,12.305,12.206,12.288,12.272,12.272,12.272,12.255,12.255,12.321,12.272,12.305,12.321,12.272,12.272,12.272,12.272,12.223,12.223,12.305,12.305,12.272,12.272,12.288,12.288,12.255,12.272,12.288,12.272
2019-05-28 16:20:01,12.255,12.272,12.272,12.272,12.255,12.255,12.255,12.288,12.305,12.288,12.288,12.288,12.288,12.272,12.272,12.272,12.272,12.223,12.305,12.272,12.272,12.272,12.272,12.272,12.255,12.272,12.239,12.223,12.305,12.321,12.305,12.305,12.272,12.272,12.305,12.305,12.305,12.272,12.321,12.288,12.288,12.288,12.272,12.288,12.255,12.255,12.305,12.288,12.288,12.288,12.288,12.288,12.288,12.288,12.288,12.272,12.272,12.272,12.272,12.272,12.305,12.305,12.305,12.305,12.321,12.239,12.305,12.305,12.272,12.272,12.272,12.272,12.223,12.239,12.288,12.288,12.321,12.305,12.305,12.288,12.272,12.272,12.272,12.272,12.272,12.239,12.239,12.305,12.272,12.272,12.272,12.288,12.305,12.305,12.305,12.305
2019-05-28 16:25:02,12.272,12.272,12.272,12.272,12.288,12.288,12.288,12.272,12.305,12.338,12.305,12.305,12.288,12.288,12.288,12.288,12.223,12.305,12.239,12.272,12.305,12.223,12.288,12.272,12.255,12.272,12.255,12.272,12.305,12.255,12.239,12.288,12.288,12.288,12.288,12.288,12.305,12.288,12.305,12.272,12.305,12.288,12.305,12.288,12.272,12.288,12.272,12.288,12.321,12.305,12.272,12.321,12.255,12.272,12.272,12.255,12.288,12.288,12.288,12.255,12.338,12.338,12.338,12.338,12.272,12.288,12.288,12.272,12.288,12.288,12.288,12.288,12.255,12.272,12.255,12.255,12.288,12.321,12.288,12.272,12.288,12.272,12.288,12.305,12.272,12.288,12.288,12.272,12.305,12.305,12.305,12.305,12.288,12.305,12.305,12.305
2019-05-28 16:30:01,12.272,12.272,12.272,12.272,12.305,12.305,12.321,12.305,12.321,12.338,12.321,12.288,12.288,12.288,12.288,12.288,12.19,12.255,12.305,12.305,12.272,12.272,12.272,12.272,12.288,12.255,12.288,12.288,12.321,12.305,12.321,12.321,12.288,12.288,12.288,12.288,12.305,12.305,12.305,12.305,12.288,12.321,12.305,12.321,12.288,12.272,12.272,12.272,12.288,12.288,12.288,12.305,12.288,12.305,12.288,12.288,12.272,12.288,12.272,12.255,12.305,12.305,12.305,12.305,12.305,12.305,12.305,12.288,12.272,12.272,12.272,12.272,12.255,12.255,12.255,12.255,12.321,12.321,12.321,12.321,12.255,12.272,12.272,12.272,12.272,12.272,12.288,12.288,12.223,12.255,12.305,12.272,12.305,12.305,12.305,12.305
2019-05-28 16:35:01,12.239,12.288,12.272,12.255,12.272,12.272,12.272,12.272,12.288,12.288,12.272,12.305,12.305,12.305,12.305,12.305,12.272,12.272,12.272,12.272,12.288,12.305,12.305,12.288,12.255,12.255,12.255,12.272,12.288,12.288,12.288,12.288,12.321,12.272,12.305,12.272,12.288,12.288,12.288,12.288,12.288,12.305,12.305,12.305,12.305,12.305,12.305,12.272,12.288,12.305,12.305,12.305,12.288,12.272,12.255,12.272,12.272,12.272,12.272,12.272,12.321,12.272,12.321,12.338,12.305,12.288,12.305,12.272,12.272,12.272,12.272,12.272,12.305,12.288,12.255,12.272,12.305,12.288,12.288,12.288,12.255,12.305,12.272,12.255,12.305,12.272,12.288,12.305,12.288,12.288,12.272,12.272,12.321,12.321,12.272,12.321
2019-05-28 16:40:01,12.272,12.272,12.272,12.272,12.305,12.239,12.239,12.321,12.321,12.305,12.321,12.321,12.288,12.288,12.272,12.272,12.272,12.157,12.272,12.239,12.272,12.272,12.272,12.272,12.223,12.239,12.288,12.255,12.321,12.255,12.288,12.321,12.288,12.305,12.288,12.288,12.305,12.272,12.305,12.305,12.272,12.288,12.288,12.288,12.255,12.288,12.288,12.272,12.305,12.305,12.288,12.288,12.288,12.272,12.272,12.19,12.272,12.272,12.272,12.272,12.305,12.305,12.288,12.255,12.305,12.305,12.305,12.305,12.272,12.272,12.272,12.272,12.272,12.288,12.272,12.288,12.338,12.305,12.305,12.305,12.272,12.272,12.272,12.272,12.305,12.255,12.305,12.239,12.272,12.272,12.272,12.288,12.288,12.321,12.305,12.321
2019-05-28 16:45:01,12.288,12.288,12.288,12.288,12.272,12.272,12.272,12.272,12.338,12.305,12.255,12.321,12.305,12.305,12.305,12.272,12.272,12.272,12.272,12.272,12.288,12.272,12.305,12.305,12.255,12.272,12.255,12.272,12.288,12.288,12.288,12.288,12.321,12.321,12.321,12.321,12.288,12.288,12.288,12.288,12.321,12.305,12.288,12.305,12.272,12.288,12.288,12.288,12.288,12.305,12.305,12.288,12.223,12.288,12.272,12.288,12.272,12.272,12.288,12.272,12.338,12.338,12.338,12.338,12.288,12.272,12.272,12.272,12.288,12.305,12.305,12.288,12.288,12.288,12.272,12.272,12.288,12.288,12.288,12.305,12.288,12.288,12.288,12.305,12.305,12.288,12.288,12.288,12.305,12.321,12.288,12.305,12.305,12.321,12.305,12.305
2019-05-28 16:50:01,12.272,12.272,12.272,12.272,12.288,12.255,12.305,12.321,12.288,12.288,12.288,12.288,12.239,12.288,12.305,12.255,12.288,12.272,12.272,12.272,12.272,12.272,12.272,12.272,12.288,12.272,12.19,12.272,12.288,12.288,12.288,12.288,12.288,12.321,12.305,12.305,12.321,12.305,12.255,12.321,12.305,12.305,12.305,12.305,12.272,12.288,12.272,12.272,12.305,12.288,12.288,12.305,12.288,12.272,12.272,12.272,12.272,12.272,12.272,12.272,12.288,12.305,12.321,12.305,12.272,12.288,12.272,12.272,12.239,12.239,12.305,12.255,12.272,12.239,12.288,12.288,12.288,12.288,12.288,12.288,12.288,12.288,12.288,12.288,12.288,12.288,12.272,12.288,12.255,12.288,12.305,12.288,12.239,12.321,12.305,12.305
2019-05-28 16:55:01,12.305,12.305,12.272,12.272,12.272,12.288,12.272,12.272,12.321,12.305,12.305,12.288,12.272,12.288,12.272,12.288,12.272,12.272,12.272,12.206,12.288,12.288,12.288,12.288,12.272,12.272,12.255,12.272,12.305,12.305,12.321,12.321,12.288,12.288,12.305,12.305,12.305,12.305,12.305,12.305,12.305,12.305,12.305,12.305,12.272,12.272,12.272,12.272,12.239,12.321,12.272,12.321,12.255,12.272,12.255,12.255,12.288,12.288,12.288,12.288,12.305,12.338,12.321,12.321,12.272,12.272,12.272,12.288,12.288,12.239,12.272,12.305,12.255,12.272,12.255,12.255,12.321,12.305,12.272,12.321,12.305,12.305,12.223,12.288,12.272,12.288,12.288,12.272,12.255,12.288,12.239,12.305,12.305,12.305,12.305,12.305
2019-05-28 17:00:01,12.239,12.288,12.288,12.272,12.255,12.305,12.305,12.305,12.288,12.288,12.288,12.288,12.321,12.321,12.305,12.288,12.272,12.272,12.272,12.272,12.272,12.272,12.272,12.272,12.272,12.272,12.288,12.305,12.288,12.288,12.288,12.288,12.321,12.288,12.305,12.305,12.288,12.288,12.288,12.288,12.321,12.272,12.173,12.272,12.272,12.272,12.288,12.272,12.288,12.338,12.321,12.272,12.255,12.255,12.255,12.255,12.272,12.272,12.272,12.272,12.223,12.321,12.321,12.305,12.272,12.288,12.272,12.272,12.305,12.288,12.305,12.288,12.255,12.255,12.255,12.255,12.288,12.288,12.305,12.288,12.239,12.288,12.255,12.288,12.288,12.288,12.272,12.272,12.272,12.255,12.288,12.288,12.321,12.321,12.321,12.321
2019-05-28 17:05:01,12.239,12.223,12.288,12.239,12.288,12.272,12.288,12.272,12.272,12.305,12.255,12.321,12.305,12.288,12.305,12.305,12.272,12.272,12.272,12.272,12.305,12.305,12.305,12.223,12.255,12.272,12.255,12.255,12.288,12.288,12.239,12.321,12.288,12.288,12.288,12.288,12.288,12.288,12.288,12.288,12.272,12.239,12.255,12.305,12.288,12.272,12.288,12.272,12.321,12.321,12.321,12.321,12.255,12.255,12.255,12.255,12.272,12.272,12.272,12.272,12.272,12.338,12.338,12.305,12.272,12.272,12.288,12.272,12.288,12.272,12.305,12.288,12.272,12.272,12.255,12.255,12.288,12.288,12.305,12.288,12.288,12.288,12.305,12.288,12.288,12.288,12.272,12.272,12.305,12.321,12.288,12.223,12.305,12.305,12.305,12.305
2019-05-28 17:10:01,12.288,12.288,12.288,12.288,12.288,12.272,12.272,12.272,12.255,12.239,12.321,12.255,12.272,12.288,12.288,12.272,12.272,12.272,12.272,12.239,12.288,12.305,12.255,12.272,12.288,12.305,12.288,12.288,12.288,12.288,12.288,12.288,12.321,12.321,12.321,12.321,12.288,12.288,12.288,12.288,12.288,12.288,12.288,12.272,12.288,12.255,12.288,12.305,12.305,12.288,12.305,12.305,12.255,12.255,12.255,12.255,12.305,12.288,12.321,12.272,12.305,12.305,12.305,12.305,12.305,12.272,12.305,12.321,12.272,12.272,12.272,12.272,12.255,12.255,12.255,12.255,12.321,12.321,12.255,12.272,12.272,12.272,12.272,12.272,12.288,12.239,12.305,12.305,12.321,12.321,12.288,12.288,12.305,12.305,12.305,12.305
2019-05-28 17:15:01,12.255,12.288,12.255,12.288,12.272,12.272,12.272,12.288,12.305,12.305,12.305,12.305,12.288,12.288,12.288,12.288,12.288,12.288,12.305,12.305,12.272,12.272,12.272,12.272,12.272,12.255,12.255,12.272,12.321,12.321,12.272,12.255,12.288,12.288,12.288,12.305,12.305,12.288,12.321,12.321,12.288,12.288,12.288,12.272,12.272,12.272,12.305,12.288,12.223,12.338,12.272,12.288,12.272,12.255,12.255,12.255,12.288,12.305,12.288,12.305,12.305,12.305,12.321,12.305,12.272,12.288,12.288,12.272,12.288,12.288,12.305,12.288,12.255,12.255,12.272,12.255,12.288,12.272,12.321,12.288,12.288,12.305,12.305,12.272,12.288,12.272,12.272,12.272,12.223,12.288,12.305,12.305,12.305,12.305,12.305,12.305
2019-05-28 17:20:01,12.272,12.288,12.272,12.288,12.272,12.272,12.272,12.272,12.255,12.321,12.321,12.239,12.239,12.305,12.272,12.288,12.272,12.272,12.272,12.272,12.288,12.239,12.239,12.288,12.255,12.255,12.272,12.272,12.305,12.272,12.305,12.305,12.288,12.288,12.288,12.305,12.288,12.288,12.288,12.288,12.305,12.239,12.305,12.305,12.272,12.272,12.272,12.272,12.338,12.255,12.354,12.321,12.255,12.255,12.255,12.255,12.239,12.239,12.288,12.305,12.305,12.305,12.305,12.305,12.272,12.272,12.272,12.272,12.305,12.255,12.272,12.288,12.272,12.272,12.272,12.255,12.272,12.305,12.338,12.321,12.288,12.255,12.305,12.305,12.272,12.288,12.288,12.272,12.255,12.223,12.305,12.305,12.305,12.305,12.305,12.305
2019-05-28 17:25:01,12.255,12.288,12.157,12.288,12.305,12.321,12.288,12.288,12.288,12.288,12.288,12.288,12.305,12.321,12.288,12.272,12.272,12.272,12.272,12.272,12.305,12.288,12.305,12.305,12.288,12.305,12.288,12.288,12.288,12.288,12.288,12.288,12.305,12.305,12.239,12.305,12.288,12.288,12.288,12.288,12.305,12.321,12.305,12.239,12.305,12.305,12.305,12.305,12.288,12.305,12.288,12.288,12.321,12.239,12.206,12.239,12.272,12.272,12.272,12.272,12.288,12.338,12.288,12.338,12.288,12.305,12.305,12.255,12.272,12.272,12.272,12.272,12.288,12.272,12.272,12.223,12.305,12.288,12.288,12.288,12.305,12.288,12.305,12.288,12.288,12.288,12.272,12.288,12.272,12.272,12.272,12.272,12.305,12.305,12.305,12.305
2019-05-28 17:30:01,12.272,12.272,12.272,12.272,12.321,12.305,12.255,12.305,12.288,12.288,12.288,12.288,12.239,12.288,12.305,12.305,12.239,12.255,12.272,12.288,12.272,12.272,12.272,12.272,12.305,12.288,12.272,12.223,12.288,12.288,12.288,12.288,12.321,12.305,12.321,12.206,12.321,12.305,12.305,12.305,12.272,12.288,12.288,12.288,12.305,12.305,12.305,12.305,12.288,12.305,12.288,12.288,12.288,12.173,12.255,12.206,12.272,12.272,12.272,12.272,12.338,12.338,12.338,12.321,12.272,12.272,12.272,12.272,12.272,12.272,12.272,12.272,12.288,12.239,12.255,12.288,12.305,12.288,12.288,12.288,12.288,12.288,12.288,12.288,12.272,12.272,12.272,12.272,12.288,12.272,12.288,12.272,12.321,12.255,12.288,12.288
2019-05-28 17:35:01,12.272,12.272,12.305,12.305,12.288,12.305,12.305,12.305,12.288,12.288,12.288,12.288,12.305,12.19,12.272,12.288,12.272,12.272,12.272,12.272,12.272,12.272,12.272,12.272,12.288,12.272,12.239,12.272,12.288,12.288,12.288,12.288,12.305,12.272,12.305,12.305,12.321,12.305,12.305,12.288,12.288,12.288,12.288,12.288,12.305,12.305,12.305,12.305,12.305,12.305,12.288,12.288,12.288,12.272,12.288,12.288,12.272,12.272,12.272,12.272,12.305,12.272,12.255,12.338,12.305,12.288,12.321,12.305,12.272,12.272,12.272,12.272,12.272,12.288,12.272,12.272,12.305,12.288,12.288,12.288,12.272,12.272,12.272,12.272,12.288,12.255,12.223,12.239,12.288,12.288,12.272,12.272,12.272,12.288,12.305,12.321
2019-05-28 17:40:01,12.272,12.272,12.272,12.272,12.288,12.272,12.272,12.272,12.272,12.272,12.272,12.321,12.288,12.288,12.288,12.272,12.223,12.272,12.288,12.288,12.305,12.305,12.288,12.288,12.272,12.272,12.272,12.255,12.305,12.305,12.255,12.305,12.288,12.288,12.288,12.288,12.288,12.255,12.288,12.321,12.255,12.288,12.255,12.305,12.272,12.272,12.288,12.272,12.338,12.338,12.305,12.206,12.255,12.255,12.255,12.272,12.305,12.288,12.288,12.305,12.305,12.305,12.305,12.305,12.305,12.305,12.305,12.288,12.305,12.288,12.288,12.272,12.272,12.272,12.255,12.255,12.338,12.223,12.305,12.305,12.272,12.272,12.272,12.272,12.305,12.305,12.288,12.305,12.305,12.288,12.272,12.272,12.305,12.305,12.305,12.305
2019-05-28 17:45:01,12.288,12.288,12.288,12.288,12.272,12.272,12.272,12.272,12.305,12.321,12.321,12.305,12.288,12.288,12.321,12.288,12.272,12.272,12.272,12.272,12.305,12.305,12.305,12.305,12.272,12.255,12.272,12.272,12.288,12.288,12.288,12.288,12.321,12.321,12.272,12.321,12.288,12.288,12.288,12.288,12.305,12.288,12.272,12.239,12.272,12.272,12.288,12.272,12.272,12.272,12.305,12.321,12.288,12.288,12.288,12.288,12.272,12.272,12.272,12.272,12.321,12.272,12.321,12.321,12.288,12.272,12.272,12.272,12.305,12.288,12.288,12.272,12.239,12.288,12.272,12.255,12.305,12.288,12.288,12.288,12.305,12.305,12.305,12.255,12.272,12.272,12.288,12.272,12.272,12.288,12.272,12.288,12.338,12.321,12.321,12.272
2019-05-28 17:50:01,12.272,12.272,12.272,12.272,12.305,12.288,12.255,12.288,12.288,12.288,12.288,12.288,12.305,12.305,12.305,12.305,12.272,12.272,12.272,12.272,12.272,12.272,12.272,12.272,12.272,12.288,12.288,12.288,12.288,12.288,12.288,12.288,12.288,12.321,12.321,12.321,12.288,12.288,12.288,12.288,12.272,12.288,12.288,12.288,12.305,12.305,12.305,12.305,12.288,12.305,12.321,12.305,12.288,12.288,12.272,12.305,12.272,12.272,12.272,12.272,12.338,12.338,12.338,12.321,12.305,12.305,12.305,12.305,12.305,12.305,12.305,12.305,12.288,12.288,12.288,12.288,12.288,12.288,12.288,12.288,12.272,12.305,12.305,12.305,12.288,12.272,12.288,12.288,12.272,12.288,12.255,12.255,12.321,12.321,12.272,12.321
2019-05-28 17:55:01,12.288,12.288,12.288,12.288,12.272,12.272,12.272,12.272,12.305,12.321,12.305,12.288,12.288,12.272,12.288,12.288,12.305,12.239,12.239,12.305,12.305,12.272,12.272,12.223,12.255,12.255,12.255,12.272,12.305,12.321,12.321,12.321,12.288,12.288,12.288,12.288,12.255,12.272,12.305,12.272,12.305,12.255,12.272,12.288,12.272,12.272,12.288,12.288,12.321,12.288,12.321,12.321,12.272,12.255,12.255,12.255,12.239,12.223,12.272,12.305,12.338,12.338,12.338,12.338,12.272,12.272,12.288,12.288,12.288,12.305,12.305,12.288,12.288,12.206,12.272,12.255,12.305,12.288,12.288,12.288,12.272,12.173,12.272,12.239,12.288,12.272,12.288,12.272,12.305,12.305,12.305,12.288,12.305,12.305,12.288,12.305
2019-05-28 18:00:01,12.272,12.272,12.255,12.272,12.305,12.321,12.305,12.305,12.288,12.288,12.288,12.288,12.272,12.255,12.255,12.288,12.288,12.288,12.288,12.288,12.272,12.272,12.272,12.272,12.272,12.255,12.255,12.288,12.288,12.288,12.288,12.288,12.321,12.255,12.321,12.305,12.305,12.305,12.305,12.272,12.288,12.288,12.272,12.288,12.305,12.288,12.288,12.288,12.305,12.305,12.288,12.288,12.272,12.223,12.255,12.288,12.272,12.272,12.272,12.272,12.338,12.338,12.272,12.288,12.288,12.288,12.272,12.288,12.255,12.288,12.288,12.272,12.288,12.288,12.272,12.288,12.288,12.288,12.288,12.288,12.305,12.288,12.305,12.305,12.305,12.321,12.272,12.305,12.288,12.272,12.272,12.272,12.321,12.354,12.321,12.272
